learner_id,resource_id,views,completion_rate,time_on_task_min,quiz_score,liked,implicit_score
U068,R108,1,0.499,16.0,86.0,0,0.4249
U068,R007,2,0.897,27.0,84.0,1,0.6304
U068,R110,1,0.647,25.0,82.0,0,0.4867
U068,R075,1,0.554,4.0,82.0,0,0.387
U068,R091,1,0.833,4.0,89.0,1,0.4708
U068,R046,1,0.597,31.0,94.0,0,0.52
U068,R017,5,0.894,16.0,88.0,1,0.8077
U068,R118,4,0.761,35.0,90.0,1,0.7775
U068,R064,4,0.598,22.0,100.0,0,0.7095
U068,R088,5,0.67,35.0,86.0,1,0.8168
U068,R103,2,0.665,20.0,99.0,0,0.577
U068,R053,4,0.641,20.0,82.0,0,0.677
U068,R086,3,0.854,8.0,80.0,1,0.6126
U069,R083,5,0.716,20.0,97.0,1,0.7957
U069,R070,4,0.4,14.0,86.0,0,0.6029
U069,R005,4,0.861,31.0,70.0,1,0.748
U069,R031,2,0.622,11.0,69.0,0,0.4735
U069,R022,5,0.538,24.0,85.0,0,0.7418
U069,R039,2,0.684,12.0,78.0,0,0.5106
U069,R012,4,0.853,35.0,94.0,1,0.8085
U069,R088,1,0.505,23.0,75.0,0,0.4299
U069,R071,2,0.609,8.0,93.0,0,0.5073
U069,R048,4,0.583,4.0,77.0,0,0.5943
U069,R008,5,0.61,15.0,76.0,0,0.709
U069,R032,3,0.499,12.0,73.0,0,0.5244
U069,R099,3,0.6,21.0,62.0,0,0.5604
U069,R017,3,0.764,4.0,79.0,1,0.5735
U069,R044,2,0.546,22.0,78.0,0,0.5125
U069,R030,1,0.56,14.0,80.0,0,0.4209
U069,R037,2,0.637,8.0,82.0,0,0.4923
U069,R066,5,0.385,8.0,85.0,0,0.6453
U069,R027,1,0.717,19.0,76.0,0,0.4703
U070,R096,1,0.581,30.0,72.0,0,0.4683
U070,R094,4,0.543,14.0,65.0,0,0.5967
U070,R010,3,0.404,23.0,79.0,0,0.5526
U070,R065,2,0.563,6.0,80.0,0,0.4626
U070,R045,2,0.607,12.0,68.0,0,0.4714
U070,R085,1,0.506,5.0,68.0,0,0.3507
U070,R026,1,0.65,16.0,72.0,0,0.4347
U070,R098,3,0.564,21.0,72.0,0,0.5714
U070,R095,2,0.843,26.0,52.0,0,0.5493
U070,R088,4,0.445,17.0,52.0,0,0.5571
U070,R012,1,0.31,20.0,58.0,0,0.3362
U070,R079,2,0.422,21.0,63.0,0,0.4479
U070,R119,5,0.687,30.0,50.0,1,0.7308
U070,R028,5,0.678,7.0,50.0,1,0.645
U070,R087,2,0.643,10.0,81.0,0,0.4991
U070,R050,1,0.579,18.0,52.0,0,0.3842
U070,R081,3,0.619,13.0,52.0,0,0.516
U070,R092,5,0.587,14.0,57.0,0,0.6617
U070,R110,4,0.855,29.0,59.0,1,0.7172
U070,R047,2,0.772,6.0,73.0,1,0.5008
U071,R099,4,0.704,4.0,80.0,1,0.6305
U071,R095,1,0.56,21.0,69.0,0,0.4244
U071,R011,5,0.246,4.0,75.0,0,0.576
U071,R075,4,0.523,4.0,80.0,0,0.5853
U071,R062,2,0.525,16.0,80.0,0,0.4894
U071,R086,5,0.528,4.0,78.0,0,0.6525
U071,R021,4,0.549,25.0,82.0,0,0.6722
U071,R107,1,0.592,15.0,73.0,0,0.4185
U071,R098,4,0.572,27.0,61.0,0,0.6432
U071,R092,2,0.555,18.0,64.0,0,0.4722
U071,R020,3,0.526,10.0,76.0,0,0.5299
U071,R076,1,0.586,12.0,85.0,0,0.4301
U071,R111,1,0.631,24.0,85.0,0,0.485
U071,R049,1,0.287,23.0,77.0,0,0.3794
U071,R087,2,0.595,19.0,73.0,0,0.5038
U071,R072,4,0.89,50.0,84.0,1,0.8523
U071,R084,3,0.754,24.0,77.0,1,0.6398
U071,R093,3,0.839,25.0,67.0,1,0.6447
U071,R063,1,0.614,19.0,91.0,0,0.4746
U072,R014,1,0.847,15.0,100.0,1,0.5363
U072,R039,3,0.559,15.0,93.0,0,0.5903
U072,R108,2,0.723,20.0,93.0,0,0.5795
U072,R105,5,0.872,19.0,86.0,1,0.8091
U072,R081,4,0.741,4.0,100.0,1,0.6798
U072,R057,5,0.563,38.0,93.0,0,0.8149
U072,R060,3,0.744,20.0,100.0,0,0.6687
U072,R032,3,0.437,11.0,87.0,0,0.5332
U072,R112,5,0.6,20.0,88.0,0,0.7487
U072,R038,5,0.847,16.0,100.0,1,0.8199
U072,R056,1,0.647,25.0,88.0,0,0.4987
U072,R077,2,0.493,7.0,100.0,0,0.4887
U072,R082,4,0.52,36.0,92.0,0,0.7249
U072,R033,1,0.561,24.0,95.0,0,0.4875
U072,R044,1,0.535,9.0,100.0,0,0.4365
U073,R096,3,0.489,4.0,72.0,0,0.4908
U073,R009,3,0.476,9.0,68.0,0,0.4977
U073,R071,2,0.511,7.0,73.0,0,0.4392
U073,R047,4,0.724,7.0,46.0,1,0.5785
U073,R043,2,0.886,44.0,77.0,1,0.6755
U073,R033,1,0.375,24.0,57.0,0,0.365
U073,R120,1,0.764,16.0,73.0,1,0.4652
U073,R046,5,0.671,35.0,62.0,1,0.769
U073,R058,4,0.793,40.0,59.0,1,0.7417
U073,R045,4,0.649,23.0,67.0,0,0.6599
U073,R054,1,0.688,9.0,81.0,0,0.4367
U074,R061,2,0.535,30.0,92.0,0,0.5668
U074,R077,2,0.691,18.0,91.0,0,0.5602
U074,R020,5,0.565,12.0,90.0,0,0.7149
U074,R066,5,0.564,25.0,80.0,0,0.7419
U074,R099,2,0.636,4.0,73.0,0,0.4595
U074,R049,1,0.692,45.0,92.0,0,0.5906
U074,R088,2,0.49,17.0,84.0,0,0.4923
U074,R095,5,0.502,16.0,87.0,0,0.7077
U074,R106,3,0.567,21.0,92.0,0,0.6121
U074,R025,5,0.482,11.0,100.0,0,0.7105
U074,R069,2,0.635,4.0,98.0,0,0.5093
U074,R115,4,0.667,17.0,94.0,1,0.6966
U074,R060,1,0.624,9.0,88.0,0,0.4347
U074,R078,2,0.455,8.0,90.0,0,0.4628
U074,R065,1,0.878,16.0,98.0,1,0.5437
U074,R075,3,0.5,5.0,86.0,0,0.5252
U074,R094,1,0.615,17.0,96.0,0,0.4776
U074,R063,5,0.676,13.0,71.0,1,0.7083
U075,R093,2,0.583,27.0,30.0,0,0.4439
U075,R079,3,0.727,33.0,26.0,0,0.5638
U075,R006,1,0.834,14.0,50.0,0,0.4294
U075,R062,3,0.692,23.0,38.0,0,0.5426
U075,R036,1,0.376,13.0,49.0,0,0.3093
U075,R070,1,0.754,10.0,41.0,0,0.3769
U075,R014,1,0.827,7.0,54.0,0,0.4102
U075,R101,5,0.559,21.0,38.0,0,0.6421
U075,R082,5,0.641,28.0,49.0,0,0.7101
U075,R073,2,0.485,14.0,29.0,0,0.3702
U075,R010,1,0.391,14.0,46.0,0,0.3107
U075,R067,5,0.954,44.0,51.0,1,0.8505
U075,R114,2,0.278,5.0,33.0,0,0.2937
U075,R020,4,0.768,12.0,40.0,1,0.5956
U075,R072,1,0.634,24.0,33.0,0,0.3818
U075,R044,1,0.442,20.0,36.0,0,0.3252
U075,R069,3,0.803,11.0,35.0,0,0.5207
U075,R074,4,0.671,16.0,28.0,1,0.5619
U075,R112,1,0.265,12.0,55.0,0,0.2899
U075,R040,1,0.46,24.0,27.0,0,0.3263
U076,R004,4,0.579,4.0,88.0,0,0.6153
U076,R095,1,0.375,26.0,64.0,0,0.3863
U076,R106,2,0.474,8.0,89.0,0,0.4656
U076,R011,1,0.518,17.0,88.0,0,0.4373
U076,R010,5,0.494,25.0,75.0,0,0.7144
U076,R077,3,0.697,12.0,86.0,0,0.5999
U076,R041,3,0.592,26.0,79.0,0,0.6105
U076,R076,4,0.501,17.0,71.0,0,0.6091
U076,R027,4,0.283,4.0,77.0,0,0.5193
U076,R070,5,0.688,25.0,75.0,1,0.7629
U077,R113,5,0.792,33.0,73.0,1,0.814
U077,R008,1,0.669,16.0,76.0,0,0.4474
U077,R117,1,0.356,11.0,69.0,0,0.337
U077,R058,4,0.577,22.0,75.0,0,0.6542
U077,R081,1,0.705,10.0,82.0,0,0.4466
U077,R018,1,0.753,25.0,74.0,1,0.4972
U077,R016,1,0.782,14.0,90.0,1,0.4964
U077,R120,2,0.897,15.0,68.0,1,0.5548
U077,R037,2,0.454,4.0,82.0,0,0.432
U077,R075,5,0.588,4.0,76.0,0,0.6635
U077,R103,3,0.552,13.0,71.0,0,0.5373
U077,R032,2,0.536,27.0,84.0,0,0.5402
U077,R062,4,0.708,20.0,83.0,1,0.6957
U078,R013,5,0.537,4.0,62.0,0,0.6228
U078,R063,2,0.469,20.0,69.0,0,0.468
U078,R040,2,0.657,24.0,80.0,0,0.5515
U078,R031,1,0.638,29.0,72.0,0,0.479
U078,R091,2,0.709,4.0,71.0,0,0.4738
U078,R107,3,0.643,12.0,54.0,0,0.5224
U078,R103,4,0.77,29.0,63.0,1,0.704
U078,R086,4,0.714,13.0,74.0,1,0.6538
U078,R018,2,0.567,11.0,56.0,0,0.4338
U078,R075,3,0.608,6.0,63.0,0,0.5098
U078,R110,1,0.473,14.0,66.0,0,0.3712
U078,R035,4,0.748,19.0,73.0,1,0.6821
U078,R087,5,0.58,14.0,82.0,0,0.7099
U078,R061,1,0.617,20.0,61.0,0,0.419
U078,R081,4,0.722,12.0,81.0,1,0.6661
U078,R096,5,0.489,18.0,100.0,0,0.7377
U078,R055,2,0.577,15.0,63.0,0,0.4648
U079,R008,5,0.603,5.0,80.0,0,0.6789
U079,R024,4,0.788,39.0,80.0,1,0.7788
U079,R107,3,0.415,4.0,70.0,0,0.4683
U079,R101,4,0.508,17.0,71.0,0,0.6108
U079,R095,5,0.837,23.0,74.0,1,0.7909
U079,R058,3,0.793,34.0,75.0,1,0.6819
U079,R060,1,0.523,22.0,70.0,0,0.4208
U079,R017,4,0.614,4.0,76.0,0,0.6
U079,R115,4,0.473,14.0,60.0,0,0.5692
U079,R021,3,0.755,18.0,63.0,0,0.5902
U079,R050,3,0.744,15.0,77.0,0,0.6045
U079,R062,5,0.663,19.0,72.0,1,0.7288
U079,R100,2,0.556,19.0,73.0,0,0.4941
U079,R018,5,0.517,26.0,71.0,0,0.7158
U079,R049,5,0.596,31.0,63.0,0,0.7377
U080,R113,2,0.471,9.0,40.0,0,0.3705
U080,R102,2,0.474,9.0,26.0,0,0.3432
U080,R018,5,0.694,31.0,56.0,1,0.7482
U080,R066,1,0.708,22.0,51.0,0,0.429
U080,R031,5,0.562,17.0,35.0,0,0.6223
U080,R082,5,0.765,46.0,49.0,1,0.8065
U080,R024,2,0.786,41.0,41.0,0,0.5676
U080,R116,3,0.666,31.0,60.0,0,0.6092
U080,R108,3,0.55,22.0,37.0,0,0.5015
U080,R093,4,0.407,6.0,44.0,0,0.4916
U080,R020,5,0.531,6.0,62.0,0,0.6286
U080,R068,1,0.554,11.0,49.0,0,0.3465
U080,R117,3,0.612,29.0,57.0,0,0.5825
U080,R030,2,0.49,4.0,52.0,0,0.381
U080,R087,5,0.665,26.0,68.0,1,0.7468
U080,R062,5,0.473,22.0,54.0,0,0.6562
U080,R074,4,0.789,25.0,63.0,1,0.6942
U080,R100,3,0.653,17.0,33.0,0,0.5011
U080,R056,4,0.495,25.0,65.0,0,0.6247
U081,R063,4,0.387,4.0,62.0,0,0.5153
U081,R037,5,0.583,4.0,74.0,0,0.6583
U081,R005,4,0.617,29.0,74.0,0,0.6877
U081,R073,3,0.338,4.0,68.0,0,0.445
U081,R020,3,0.746,15.0,64.0,0,0.579
U081,R096,1,0.433,26.0,66.0,0,0.4048
U081,R058,3,0.549,39.0,73.0,0,0.6351
U081,R012,5,0.477,17.0,62.0,0,0.6551
U081,R013,2,0.783,5.0,79.0,1,0.5119
U081,R085,4,0.712,22.0,61.0,1,0.66
U081,R060,4,0.611,21.0,58.0,0,0.6251
U081,R089,3,0.773,10.0,76.0,1,0.5916
U081,R082,5,0.847,36.0,87.0,1,0.8667
U081,R007,4,0.578,15.0,93.0,0,0.665
U081,R039,3,0.474,7.0,65.0,0,0.484
U081,R099,4,0.478,4.0,62.0,0,0.538
U081,R026,2,0.41,11.0,74.0,0,0.4305
U081,R053,5,0.655,12.0,85.0,1,0.7274
U081,R067,3,0.493,15.0,64.0,0,0.5158
U081,R093,4,0.593,14.0,63.0,0,0.6052
U081,R022,5,0.405,13.0,71.0,0,0.6405
U082,R087,3,0.672,24.0,83.0,0,0.6313
U082,R006,1,0.671,4.0,75.0,0,0.4023
U082,R093,3,0.624,30.0,67.0,0,0.6091
U082,R023,3,0.481,32.0,74.0,0,0.5946
U082,R076,2,0.613,6.0,78.0,0,0.4711
U082,R015,4,0.763,29.0,77.0,1,0.7302
U082,R014,4,0.526,4.0,81.0,0,0.588
U082,R097,2,0.692,22.0,83.0,0,0.559
U082,R019,1,0.578,40.0,75.0,0,0.51
U082,R044,1,0.491,12.0,69.0,0,0.3744
U082,R084,4,0.442,27.0,76.0,0,0.6407
U082,R092,3,0.63,28.0,64.0,0,0.5973
U082,R018,4,0.711,9.0,65.0,1,0.6205
U082,R041,2,0.474,29.0,71.0,0,0.506
U083,R101,1,0.579,23.0,88.0,0,0.4744
U083,R004,2,0.61,4.0,87.0,0,0.481
U083,R092,1,0.487,17.0,88.0,0,0.4296
U083,R070,4,0.667,12.0,88.0,1,0.6664
U083,R041,2,0.598,26.0,91.0,0,0.566
U083,R030,4,0.73,9.0,86.0,1,0.6672
U083,R118,2,0.673,22.0,94.0,0,0.5762
U083,R052,3,0.595,24.0,89.0,0,0.624
U083,R089,2,0.52,4.0,85.0,0,0.4545
U083,R044,4,0.697,30.0,100.0,1,0.7633
U083,R077,1,0.488,17.0,78.0,0,0.4098
U084,R089,1,0.596,19.0,58.0,0,0.4041
U084,R080,3,0.558,6.0,78.0,0,0.5273
U084,R018,5,0.623,16.0,63.0,0,0.6899
U084,R064,1,0.673,26.0,64.0,0,0.4608
U084,R045,5,0.665,21.0,59.0,1,0.7106
U084,R071,1,0.682,14.0,55.0,0,0.4014
U084,R022,5,0.598,23.0,59.0,0,0.7011
U084,R094,4,0.595,7.0,58.0,0,0.5702
U084,R087,4,0.599,12.0,66.0,0,0.6054
U084,R075,1,0.619,4.0,60.0,0,0.3593
U084,R019,1,0.642,26.0,68.0,0,0.461
U084,R067,5,0.644,17.0,67.0,0,0.7068
U084,R098,2,0.49,14.0,54.0,0,0.4214
U084,R043,3,0.542,20.0,56.0,0,0.5302
U084,R072,4,0.643,29.0,64.0,0,0.6742
U084,R063,3,0.597,11.0,50.0,0,0.4992
U084,R069,3,0.814,29.0,61.0,0,0.641
U084,R078,4,0.665,21.0,53.0,1,0.6286
U084,R051,3,0.819,40.0,80.0,1,0.7202
U085,R086,5,0.629,4.0,70.0,0,0.6618
U085,R079,2,0.309,14.0,63.0,0,0.3942
U085,R008,2,0.454,16.0,61.0,0,0.4337
U085,R047,4,0.612,8.0,63.0,0,0.5881
U085,R029,1,0.624,33.0,55.0,0,0.456
U085,R065,3,0.885,12.0,62.0,0,0.5989
U085,R022,5,0.432,17.0,68.0,0,0.6558
U085,R087,5,0.588,10.0,72.0,0,0.6774
U085,R080,3,0.787,4.0,54.0,0,0.5293
U085,R075,5,0.589,5.0,61.0,0,0.6374
U085,R017,5,0.566,6.0,74.0,0,0.6613
U085,R053,1,0.598,24.0,70.0,0,0.4468
U085,R120,3,0.615,15.0,72.0,0,0.5623
U085,R026,2,0.463,4.0,62.0,0,0.3943
U085,R066,3,0.621,26.0,55.0,0,0.5698
U085,R034,1,0.548,13.0,62.0,0,0.3783
U085,R059,5,0.7,7.0,59.0,1,0.6685
U085,R076,1,0.509,11.0,48.0,0,0.3332
U085,R104,5,0.672,24.0,67.0,1,0.7393
U085,R030,1,0.522,5.0,52.0,0,0.3227
U086,R095,2,0.552,23.0,59.0,0,0.4796
U086,R086,4,0.539,19.0,78.0,0,0.6398
U086,R029,3,0.594,28.0,61.0,0,0.5823
U086,R058,3,0.597,23.0,53.0,0,0.5489
U086,R051,5,0.914,48.0,54.0,1,0.861
U086,R069,3,0.644,23.0,56.0,0,0.5666
U086,R042,4,0.666,31.0,79.0,1,0.7172
U086,R100,3,0.486,14.0,54.0,0,0.4904
U086,R088,3,0.401,21.0,60.0,0,0.5066
U086,R080,4,0.566,4.0,55.0,0,0.546
U086,R038,4,0.404,5.0,62.0,0,0.5232
U086,R064,1,0.578,20.0,60.0,0,0.4072
U086,R118,5,0.568,17.0,82.0,0,0.7178
U086,R047,1,0.709,5.0,71.0,0,0.4074
U086,R070,5,0.539,16.0,84.0,0,0.7109
U086,R057,1,0.809,42.0,70.0,1,0.565
U086,R066,5,0.642,21.0,76.0,0,0.7389
U086,R085,5,0.643,7.0,75.0,0,0.6862
U086,R114,2,0.594,15.0,76.0,0,0.495
U086,R053,3,0.54,15.0,70.0,0,0.5395
U087,R108,4,0.36,4.0,85.0,0,0.5545
U087,R096,4,0.536,27.0,79.0,0,0.6702
U087,R020,4,0.674,21.0,76.0,1,0.6769
U087,R054,3,0.598,12.0,63.0,0,0.5291
U087,R048,4,0.829,14.0,84.0,1,0.7062
U087,R071,2,0.601,9.0,92.0,0,0.507
U087,R027,3,0.648,10.0,86.0,0,0.5804
U087,R109,2,0.781,37.0,66.0,1,0.6018
U087,R101,4,0.724,28.0,95.0,1,0.7528
U087,R085,4,0.58,15.0,85.0,0,0.6495
U087,R025,2,0.575,21.0,81.0,0,0.5221
U087,R055,5,0.83,12.0,76.0,1,0.7531
U087,R115,5,0.681,11.0,75.0,1,0.7103
U087,R041,2,0.444,23.0,96.0,0,0.5266
U087,R073,5,0.377,4.0,69.0,0,0.5968
U087,R053,3,0.77,24.0,84.0,1,0.6578
U087,R070,5,0.628,21.0,88.0,0,0.7594
U087,R086,1,0.436,16.0,88.0,0,0.4132
U087,R050,4,0.607,12.0,81.0,0,0.6374
U088,R017,2,0.5,12.0,80.0,0,0.4686
U088,R071,1,0.741,4.0,68.0,0,0.4058
U088,R063,3,0.634,10.0,69.0,0,0.5429
U088,R058,1,0.546,18.0,79.0,0,0.43
U088,R099,5,0.525,9.0,76.0,0,0.666
U088,R112,5,0.705,33.0,78.0,1,0.8022
U088,R106,1,0.613,17.0,79.0,0,0.4431
U088,R080,5,0.599,8.0,93.0,0,0.7148
U088,R027,2,0.552,8.0,86.0,0,0.4791
U088,R075,4,0.304,4.0,67.0,0,0.5045
U088,R119,2,0.419,21.0,81.0,0,0.4831
U088,R062,5,0.883,44.0,61.0,1,0.8528
U088,R081,4,0.515,4.0,87.0,0,0.5973
U088,R070,3,0.707,19.0,83.0,0,0.6218
U088,R079,5,0.479,19.0,63.0,0,0.6648
U088,R105,1,0.473,13.0,82.0,0,0.3995
U088,R066,3,0.509,17.0,63.0,0,0.5251
U089,R012,1,0.738,24.0,71.0,0,0.4838
U089,R098,5,0.545,27.0,70.0,0,0.7244
U089,R104,4,0.634,16.0,53.0,0,0.6027
U089,R064,4,0.625,23.0,61.0,0,0.6419
U089,R038,2,0.627,12.0,59.0,0,0.4584
U089,R095,3,0.585,16.0,63.0,0,0.5404
U089,R075,4,0.679,13.0,55.0,1,0.607
U089,R094,2,0.321,14.0,66.0,0,0.4032
U089,R073,2,0.694,13.0,65.0,0,0.4908
U089,R079,5,0.481,26.0,57.0,0,0.6788
U090,R092,1,0.492,17.0,77.0,0,0.4088
U090,R078,5,0.565,9.0,62.0,0,0.648
U090,R007,3,0.326,13.0,66.0,0,0.4708
U090,R033,3,0.481,29.0,78.0,0,0.5917
U090,R028,5,0.708,9.0,78.0,1,0.7157
U090,R041,1,0.731,47.0,95.0,0,0.6137
U090,R020,5,0.473,13.0,73.0,0,0.6615
U090,R095,3,0.394,16.0,71.0,0,0.5087
U090,R087,1,0.387,8.0,81.0,0,0.3578
U090,R050,2,0.446,20.0,87.0,0,0.4982
U090,R013,2,0.756,4.0,84.0,1,0.5115
U090,R039,4,0.696,20.0,62.0,1,0.6507
U090,R103,4,0.724,22.0,77.0,1,0.695
U090,R022,1,0.442,13.0,79.0,0,0.3858
U090,R049,2,0.332,8.0,84.0,0,0.4201
U090,R032,5,0.865,39.0,74.0,1,0.8561
U090,R040,5,0.751,46.0,69.0,1,0.843
U090,R057,3,0.636,30.0,76.0,0,0.6301
U090,R029,2,0.707,34.0,80.0,0,0.6004
U091,R110,3,0.646,23.0,88.0,0,0.6311
U091,R094,4,0.585,10.0,64.0,0,0.5906
U091,R014,2,0.589,14.0,80.0,0,0.4982
U091,R061,3,0.593,23.0,71.0,0,0.5839
U091,R030,5,0.567,18.0,69.0,0,0.6952
U091,R070,4,0.356,5.0,75.0,0,0.5372
U091,R027,2,0.39,5.0,84.0,0,0.4237
U091,R112,2,0.53,24.0,74.0,0,0.5078
U091,R099,1,0.495,17.0,87.0,0,0.4296
U091,R074,4,0.618,25.0,69.0,0,0.6634
U091,R021,1,0.638,23.0,70.0,0,0.4531
U091,R062,2,0.767,25.0,77.0,1,0.5767
U091,R113,5,0.498,13.0,85.0,0,0.6918
U091,R029,5,0.554,40.0,83.0,0,0.8
U091,R071,5,0.641,15.0,87.0,0,0.7388
U091,R054,5,0.5,4.0,78.0,0,0.6455
U091,R067,2,0.599,28.0,64.0,0,0.5196
U091,R091,4,0.729,5.0,82.0,1,0.6444
U091,R043,5,0.843,14.0,88.0,1,0.7877
U092,R010,1,0.578,20.0,77.0,0,0.4412
U092,R021,4,0.817,24.0,80.0,1,0.7315
U092,R110,1,0.728,28.0,95.0,0,0.5438
U092,R108,1,0.557,19.0,80.0,0,0.4383
U092,R093,1,0.414,12.0,85.0,0,0.3871
U092,R050,2,0.697,19.0,90.0,0,0.5633
U092,R059,1,0.494,4.0,84.0,0,0.376
U092,R013,3,0.492,5.0,89.0,0,0.5292
U092,R116,2,0.645,16.0,95.0,0,0.5494
U092,R019,3,0.609,38.0,75.0,0,0.6504
U092,R048,1,0.588,14.0,96.0,0,0.4599
U092,R082,3,0.494,34.0,67.0,0,0.5911
U092,R104,3,0.487,19.0,60.0,0,0.5208
U092,R016,3,0.799,27.0,90.0,1,0.6879
U092,R041,2,0.612,25.0,84.0,0,0.5519
U093,R024,4,0.549,31.0,58.0,0,0.646
U093,R074,4,0.747,23.0,82.0,1,0.7144
U093,R062,3,0.398,22.0,83.0,0,0.5555
U093,R034,2,0.759,25.0,52.0,0,0.5247
U093,R107,1,0.666,17.0,59.0,0,0.4163
U093,R110,4,0.746,37.0,61.0,1,0.723
U093,R109,1,0.498,22.0,69.0,0,0.4125
U093,R101,1,0.708,23.0,63.0,0,0.4566
U093,R032,3,0.859,38.0,70.0,1,0.7029
U093,R076,1,0.502,4.0,60.0,0,0.33
U093,R119,4,0.685,47.0,71.0,1,0.7642
U093,R051,4,0.801,39.0,67.0,1,0.7561
U093,R106,1,0.654,22.0,80.0,0,0.4735
U093,R073,5,0.574,23.0,78.0,0,0.7331
U093,R093,1,0.42,11.0,67.0,0,0.349
U093,R108,2,0.567,16.0,67.0,0,0.4739
U093,R067,2,0.549,19.0,66.0,0,0.4783
U094,R075,4,0.734,6.0,44.0,1,0.5733
U094,R002,3,0.578,28.0,77.0,0,0.6103
U094,R111,4,0.572,14.0,57.0,0,0.5879
U094,R040,3,0.461,18.0,78.0,0,0.5467
U094,R070,3,0.389,15.0,59.0,0,0.4798
U094,R029,4,0.649,26.0,65.0,0,0.6668
U094,R011,4,0.585,7.0,77.0,0,0.6057
U094,R119,4,0.391,22.0,76.0,0,0.6098
U094,R034,3,0.506,11.0,80.0,0,0.5365
U094,R067,2,0.691,32.0,75.0,0,0.5791
U094,R072,4,0.56,42.0,80.0,0,0.7327
U094,R081,1,0.543,13.0,80.0,0,0.413
U094,R032,5,0.7,31.0,82.0,1,0.8017
U094,R063,5,0.653,27.0,67.0,1,0.7454
U095,R042,5,0.663,19.0,73.0,1,0.7308
U095,R095,1,0.542,22.0,58.0,0,0.4015
U095,R031,1,0.609,24.0,66.0,0,0.4415
U095,R099,1,0.56,13.0,51.0,0,0.3593
U095,R047,2,0.777,14.0,65.0,1,0.5152
U095,R120,2,0.429,4.0,80.0,0,0.4218
U095,R061,3,0.488,18.0,72.0,0,0.5415
U095,R053,1,0.751,34.0,84.0,1,0.5494
U095,R096,4,0.532,17.0,71.0,0,0.6168
U096,R087,3,0.647,22.0,56.0,0,0.5638
U096,R008,1,0.612,12.0,65.0,0,0.3966
U096,R094,3,0.55,11.0,39.0,0,0.4655
U096,R043,1,0.23,4.0,49.0,0,0.24
U096,R080,1,0.59,11.0,49.0,0,0.3555
U096,R019,2,0.637,31.0,54.0,0,0.52
U096,R014,1,0.678,19.0,63.0,0,0.4346
U096,R100,2,0.83,26.0,67.0,1,0.576
U096,R042,4,0.788,30.0,69.0,1,0.7241
U096,R056,5,0.701,34.0,51.0,1,0.7509
U096,R085,5,0.556,4.0,78.0,0,0.6595
U096,R089,5,0.695,16.0,64.0,1,0.7099
U096,R027,1,0.658,20.0,49.0,0,0.4052
U096,R046,5,0.369,8.0,43.0,0,0.5573
U097,R102,1,0.365,13.0,73.0,0,0.3545
U097,R001,1,0.711,11.0,75.0,0,0.4378
U097,R111,5,0.641,18.0,78.0,0,0.7317
U097,R020,5,0.468,20.0,74.0,0,0.6877
U097,R049,5,0.725,41.0,88.0,1,0.8563
U097,R006,3,0.477,4.0,83.0,0,0.5098
U097,R005,5,0.635,27.0,76.0,0,0.7589
U097,R115,4,0.777,20.0,75.0,1,0.697
U097,R011,4,0.554,7.0,69.0,0,0.582
U097,R043,2,0.611,17.0,75.0,0,0.5046
U097,R088,3,0.612,18.0,87.0,0,0.6025
U097,R010,2,0.574,37.0,68.0,0,0.554
U097,R040,4,0.672,35.0,83.0,1,0.7413
U098,R044,2,0.486,6.0,82.0,0,0.4473
U098,R001,5,0.647,14.0,79.0,0,0.7207
U098,R043,1,0.669,31.0,69.0,0,0.488
U098,R034,2,0.741,32.0,72.0,0,0.5856
U098,R015,4,0.49,25.0,92.0,0,0.6774
U098,R007,2,0.713,21.0,77.0,0,0.5486
U098,R113,5,0.723,28.0,88.0,1,0.8086
U098,R033,2,0.827,45.0,74.0,1,0.6584
U098,R040,3,0.562,19.0,55.0,0,0.5296
U098,R023,4,0.706,31.0,73.0,1,0.7152
U098,R038,4,0.617,4.0,70.0,0,0.5888
U099,R075,3,0.534,4.0,66.0,0,0.49
U099,R016,2,0.281,5.0,65.0,0,0.3584
U099,R071,1,0.712,8.0,84.0,0,0.4451
U099,R060,1,0.675,4.0,64.0,0,0.3813
U099,R048,3,0.661,18.0,68.0,0,0.5767
U099,R023,2,0.712,37.0,82.0,0,0.6165
U099,R108,4,0.601,10.0,72.0,0,0.6106
U099,R059,2,0.425,4.0,63.0,0,0.3868
U099,R069,3,0.713,21.0,65.0,0,0.5946
U099,R096,3,0.501,17.0,66.0,0,0.5291
U099,R051,3,0.505,32.0,56.0,0,0.5646
U099,R065,5,0.52,7.0,74.0,0,0.6535
U100,R089,5,0.605,16.0,66.0,0,0.6914
U100,R004,3,0.788,9.0,67.0,1,0.5737
U100,R091,3,1.0,17.0,70.0,1,0.6618
U100,R051,1,0.583,25.0,65.0,0,0.4367
U100,R071,4,0.774,15.0,73.0,1,0.674
U100,R020,4,0.441,6.0,63.0,0,0.5381
U100,R005,3,0.302,12.0,66.0,0,0.4611
U100,R111,1,0.476,21.0,77.0,0,0.4194
U100,R035,1,0.537,12.0,73.0,0,0.3939
U100,R065,4,0.58,13.0,81.0,0,0.6343
U100,R079,3,0.587,25.0,81.0,0,0.6097
U100,R090,5,0.694,37.0,59.0,1,0.776
U100,R025,4,0.521,16.0,67.0,0,0.6024
U100,R058,2,0.461,10.0,68.0,0,0.4276
U101,R047,4,0.64,4.0,57.0,0,0.5685
U101,R026,4,0.678,6.0,67.0,1,0.6053
